# xc7z030sbg485-1; native synth_xilinx -abc9; ps excluding launch FF clock-to-Q
# op width cases cell_ps routed_ps; held-out widths excluded
smul 4 2 348 938
smul 8 2 784 3228
smul 16 2 3255 4227
smul 32 2 6159 6952
smul 64 2 10397 12894
smul_const_37_39_76_183251937963 76 2 7061 7927
sub 4 2 432 1023
sub 8 2 579 1190
sub 16 2 718 1309
sub 32 2 974 1563
sub 64 2 1426 2003
uge 1 2 53 497
uge 8 2 320 1415
uge 32 2 529 1628
uge 64 2 687 1729
uge 128 2 1053 2038
uge 256 2 1634 2550
uge 1024 2 5537 6398
ugt 1 2 53 497
ugt 8 2 320 1415
ugt 32 2 529 1628
ugt 64 2 687 1729
ugt 128 2 1053 2038
ugt 256 2 1634 2550
ugt 1024 2 5537 6398
ule 1 2 53 497
ule 8 2 320 1415
ule 32 2 694 1669
ule 64 2 710 1720
ule 128 2 1020 2149
ule 256 2 1557 2544
ule 1024 2 5327 6294
ult 4 2 240 1143
ult 8 2 320 1415
ult 16 2 373 1361
ult 32 2 694 1669
ult 64 2 710 1720
ult 128 2 1020 2149
ult 256 2 1557 2544
ult 1024 2 5327 6294
umul 4 2 373 1792
umul 8 2 732 3110
umul 16 2 3255 4117
umul 32 2 6159 6952
umul 64 2 10368 13062
xor 1 2 53 497
xor 4 2 157 613
xor 8 2 53 654
xor 16 2 157 616
xor 32 2 157 616
xor 64 2 153 616
xor 1024 2 157 616
xor 1 4 53 554
xor 8 4 53 656
xor 64 4 53 660
xor 1024 4 53 696
xor 1 8 106 973
xor 8 8 106 1132
xor 64 8 106 1218
xor 1024 8 106 1370
xor 1 16 106 1264
xor 8 16 261 1672
xor 64 16 159 1780
xor 1024 16 159 1817
xor 1 32 264 1452
xor 8 32 261 1839
xor 64 32 261 2030
xor 1024 32 212 2085
xor_reduce 4 2 53 554
xor_reduce 8 2 106 881
xor_reduce 16 2 159 1335
xor_reduce 32 2 264 1863
xor_reduce 64 2 212 1819
